Entity,Code,Year,Energy_use
Albania,ALB,1971,9131.428547
Albania,ALB,1972,10066.84056
Albania,ALB,1973,8870.495957
Albania,ALB,1974,9035.751131
Albania,ALB,1975,9617.452702
Albania,ALB,1976,10361.78758
Albania,ALB,1977,10742.96673
Albania,ALB,1978,11755.82754
Albania,ALB,1979,10050.63972
Albania,ALB,1980,13369.1048
Albania,ALB,1981,11504.39773
Albania,ALB,1982,11242.52659
Albania,ALB,1983,11631.41901
Albania,ALB,1984,11842.40034
Albania,ALB,1985,10659.53687
Albania,ALB,1986,11210.47298
Albania,ALB,1987,10721.6161
Albania,ALB,1988,10789.66875
Albania,ALB,1989,10425.57118
Albania,ALB,1990,9458.163739
Albania,ALB,1991,6661.452845
Albania,ALB,1992,4864.673504
Albania,ALB,1993,4795.96638
Albania,ALB,1994,5131.729306
Albania,ALB,1995,4850.115224
Albania,ALB,1996,5208.482361
Albania,ALB,1997,4472.839365
Albania,ALB,1998,4962.321186
Albania,ALB,1999,6701.015643
Albania,ALB,2000,6751.154108
Albania,ALB,2001,6946.194888
Albania,ALB,2002,7676.358055
Albania,ALB,2003,7538.198342
Albania,ALB,2004,8320.270438
Albania,ALB,2005,8368.766317
Albania,ALB,2006,8220.774912
Albania,ALB,2007,7906.792328
Albania,ALB,2008,8266.005037
Albania,ALB,2009,8516.843009
Albania,ALB,2010,8480.065355
Albania,ALB,2011,8896.585011
Albania,ALB,2012,8000.233502
Albania,ALB,2013,9319.467609
Albania,ALB,2014,9402.341415
Algeria,DZA,1971,2693.27459
Algeria,DZA,1972,3040.841262
Algeria,DZA,1973,3548.630908
Algeria,DZA,1974,3712.556938
Algeria,DZA,1975,3842.517679
Algeria,DZA,1976,4262.649657
Algeria,DZA,1977,4636.3706
Algeria,DZA,1978,5544.932377
Algeria,DZA,1979,6819.149323
Algeria,DZA,1980,6739.021568
Algeria,DZA,1981,7104.006385
Algeria,DZA,1982,8969.468838
Algeria,DZA,1983,9395.214818
Algeria,DZA,1984,9028.806132
Algeria,DZA,1985,9144.971475
Algeria,DZA,1986,10029.87665
Algeria,DZA,1987,9624.432435
Algeria,DZA,1988,9882.093879
Algeria,DZA,1989,9540.210863
Algeria,DZA,1990,9957.127726
Algeria,DZA,1991,10277.72596
Algeria,DZA,1992,10277.89919
Algeria,DZA,1993,10089.90074
Algeria,DZA,1994,9528.052276
Algeria,DZA,1995,9754.881004
Algeria,DZA,1996,9282.424442
Algeria,DZA,1997,9360.595643
Algeria,DZA,1998,9544.131335
Algeria,DZA,1999,10045.84525
Algeria,DZA,2000,10067.69513
Algeria,DZA,2001,9957.754209
Algeria,DZA,2002,10517.29612
Algeria,DZA,2003,11036.39883
Algeria,DZA,2004,11028.01013
Algeria,DZA,2005,11326.21216
Algeria,DZA,2006,11952.5751
Algeria,DZA,2007,12490.61606
Algeria,DZA,2008,12434.79851
Algeria,DZA,2009,13367.22177
Algeria,DZA,2010,12908.04932
Algeria,DZA,2011,13208.70806
Algeria,DZA,2012,14230.37253
Algeria,DZA,2013,14433.27609
Algeria,DZA,2014,15364.38711
Angola,AGO,1971,6464.91413
Angola,AGO,1972,6795.585206
Angola,AGO,1973,6600.737218
Angola,AGO,1974,6566.045564
Angola,AGO,1975,6238.380843
Angola,AGO,1976,5994.661562
Angola,AGO,1977,5742.919926
Angola,AGO,1978,6132.798474
Angola,AGO,1979,6026.932229
Angola,AGO,1980,5942.771242
Angola,AGO,1981,5778.407892
Angola,AGO,1982,5499.004621
Angola,AGO,1983,5453.087526
Angola,AGO,1984,5323.990445
Angola,AGO,1985,5470.443567
Angola,AGO,1986,5375.36864
Angola,AGO,1987,5359.316633
Angola,AGO,1988,5433.700795
Angola,AGO,1989,5407.661685
Angola,AGO,1990,5621.446489
Angola,AGO,1991,5580.90558
Angola,AGO,1992,5432.479764
Angola,AGO,1993,5443.465145
Angola,AGO,1994,5343.445727
Angola,AGO,1995,5179.143807
Angola,AGO,1996,5179.393426
Angola,AGO,1997,5149.54681
Angola,AGO,1998,4998.95365
Angola,AGO,1999,5104.061888
Angola,AGO,2000,5086.236823
Angola,AGO,2001,5140.464402
Angola,AGO,2002,5197.491449
Angola,AGO,2003,5414.233775
Angola,AGO,2004,5374.892254
Angola,AGO,2005,5011.774831
Angola,AGO,2006,5306.151602
Angola,AGO,2007,5461.682943
Angola,AGO,2008,5704.938571
Angola,AGO,2009,5982.604045
Angola,AGO,2010,6055.451602
Angola,AGO,2011,6068.834507
Angola,AGO,2012,6427.004702
Angola,AGO,2013,6211.804703
Angola,AGO,2014,6338.820907
Antigua and Barbuda,ATG,1990,17232.877
Antigua and Barbuda,ATG,2004,17789.52378
Antigua and Barbuda,ATG,2005,17851.61283
Antigua and Barbuda,ATG,2006,18417.18253
Antigua and Barbuda,ATG,2007,18581.32435
Arab World,,1971,4723.731409
Arab World,,1972,4773.907216
Arab World,,1973,5123.271708
Arab World,,1974,5316.951595
Arab World,,1975,5598.66687
Arab World,,1976,6072.345728
Arab World,,1977,6494.082094
Arab World,,1978,7253.583521
Arab World,,1979,8429.791614
Arab World,,1980,9169.127359
Arab World,,1981,10238.06748
Arab World,,1982,11058.12207
Arab World,,1983,11556.96879
Arab World,,1984,11469.88553
Arab World,,1985,11758.2268
Arab World,,1986,11945.17578
Arab World,,1987,12571.10027
Arab World,,1988,13273.26539
Arab World,,1989,13581.19578
Arab World,,1990,12451.30697
Arab World,,1991,12603.34402
Arab World,,1992,13237.14037
Arab World,,1993,13633.01771
Arab World,,1994,13997.77691
Arab World,,1995,14623.30516
Arab World,,1996,14880.64297
Arab World,,1997,15116.77844
Arab World,,1998,15011.62373
Arab World,,1999,14840.03314
Arab World,,2000,14872.91865
Arab World,,2001,15648.89289
Arab World,,2002,16067.21769
Arab World,,2003,15976.66376
Arab World,,2004,16545.00878
Arab World,,2005,17182.98081
Arab World,,2006,17954.55279
Arab World,,2007,18319.11701
Arab World,,2008,19293.76262
Arab World,,2009,19824.64095
Arab World,,2010,20521.46563
Arab World,,2011,20123.89324
Arab World,,2012,21401.24774
Arab World,,2013,20898.45821
Arab World,,2014,22716.72409
Argentina,ARG,1971,16060.11585
Argentina,ARG,1972,16047.29408
Argentina,ARG,1973,16415.70756
Argentina,ARG,1974,16464.39275
Argentina,ARG,1975,16032.50153
Argentina,ARG,1976,16337.18176
Argentina,ARG,1977,16521.2031
Argentina,ARG,1978,16595.07099
Argentina,ARG,1979,17265.50052
Argentina,ARG,1980,17300.98662
Argentina,ARG,1981,16636.01818
Argentina,ARG,1982,16474.36046
Argentina,ARG,1983,16513.78782
Argentina,ARG,1984,16838.14457
Argentina,ARG,1985,15824.53876
Argentina,ARG,1986,16532.59137
Argentina,ARG,1987,17178.01504
Argentina,ARG,1988,17501.04603
Argentina,ARG,1989,16764.43875
Argentina,ARG,1990,16367.9079
Argentina,ARG,1991,16636.88924
Argentina,ARG,1992,17256.35485
Argentina,ARG,1993,17075.40762
Argentina,ARG,1994,17929.477
Argentina,ARG,1995,17960.85763
Argentina,ARG,1996,18400.26729
Argentina,ARG,1997,18769.87784
Argentina,ARG,1998,19193.49764
Argentina,ARG,1999,19305.71658
Argentina,ARG,2000,19318.79118
Argentina,ARG,2001,18174.04237
Argentina,ARG,2002,17468.69257
Argentina,ARG,2003,18486.40931
Argentina,ARG,2004,19976.2756
Argentina,ARG,2005,19882.32646
Argentina,ARG,2006,21404.32234
Argentina,ARG,2007,21458.49109
Argentina,ARG,2008,22366.11602
Argentina,ARG,2009,21525.51963
Argentina,ARG,2010,22193.30292
Argentina,ARG,2011,22486.87287
Argentina,ARG,2012,22330.54156
Argentina,ARG,2013,22695.24085
Argentina,ARG,2014,23436.62528
Armenia,ARM,1990,25336.50573
Armenia,ARM,1991,26957.39501
Armenia,ARM,1992,13953.38201
Armenia,ARM,1993,7582.047987
Armenia,ARM,1994,4882.534434
Armenia,ARM,1995,5944.944296
Armenia,ARM,1996,6537.943763
Armenia,ARM,1997,6911.129892
Armenia,ARM,1998,7094.261691
Armenia,ARM,1999,6902.895989
Armenia,ARM,2000,7632.880374
Armenia,ARM,2001,7646.493737
Armenia,ARM,2002,7192.820369
Armenia,ARM,2003,7635.200444
Armenia,ARM,2004,8119.010605
Armenia,ARM,2005,9800.60506
Armenia,ARM,2006,10057.93534
Armenia,ARM,2007,11311.95551
Armenia,ARM,2008,12013.30108
Armenia,ARM,2009,10508.24594
Armenia,ARM,2010,10037.01985
Armenia,ARM,2011,10982.84341
Armenia,ARM,2012,11987.83194
Armenia,ARM,2013,11657.54053
Armenia,ARM,2014,11840.16852
Australia,AUS,1960,35629.13617
Australia,AUS,1961,36236.60379
Australia,AUS,1962,36901.69768
Australia,AUS,1963,38193.51265
Australia,AUS,1964,38953.68676
Australia,AUS,1965,40277.19717
Australia,AUS,1966,41246.2367
Australia,AUS,1967,42947.35646
Australia,AUS,1968,43770.18436
Australia,AUS,1969,44111.83129
Australia,AUS,1970,47257.47423
Australia,AUS,1971,46399.39392
Australia,AUS,1972,46929.44979
Australia,AUS,1973,49593.47436
Australia,AUS,1974,49941.09972
Australia,AUS,1975,50542.48492
Australia,AUS,1976,51238.32573
Australia,AUS,1977,54326.00568
Australia,AUS,1978,53842.46281
Australia,AUS,1979,54473.21244
Australia,AUS,1980,55096.91602
Australia,AUS,1981,54599.08683
Australia,AUS,1982,56027.40317
Australia,AUS,1983,52976.35035
Australia,AUS,1984,54099.41555
Australia,AUS,1985,53532.38444
Australia,AUS,1986,53774.08544
Australia,AUS,1987,55502.6685
Australia,AUS,1988,54694.04788
Australia,AUS,1989,58162.82908
Australia,AUS,1990,58865.34338
Australia,AUS,1991,57310.09989
Australia,AUS,1992,57675.6695
Australia,AUS,1993,59865.85124
Australia,AUS,1994,59194.24568
Australia,AUS,1995,59652.87118
Australia,AUS,1996,62727.34278
Australia,AUS,1997,63611.44787
Australia,AUS,1998,64588.98981
Australia,AUS,1999,65248.30899
Australia,AUS,2000,65640.47538
Australia,AUS,2001,63348.29848
Australia,AUS,2002,64774.92474
Australia,AUS,2003,64764.73626
Australia,AUS,2004,65105.76551
Australia,AUS,2005,64710.33378
Australia,AUS,2006,66399.67849
Australia,AUS,2007,68248.87674
Australia,AUS,2008,69369.06297
Australia,AUS,2009,68181.47911
Australia,AUS,2010,67373.93938
Australia,AUS,2011,66817.05036
Australia,AUS,2012,64814.90067
Australia,AUS,2013,63548.55996
Australia,AUS,2014,61967.24503
Australia,AUS,2015,63683.75927
Austria,AUT,1960,17983.02087
Austria,AUT,1961,18073.42596
Austria,AUT,1962,19490.41021
Austria,AUT,1963,21213.06447
Austria,AUT,1964,21574.64036
Austria,AUT,1965,21536.94065
Austria,AUT,1966,22129.05702
Austria,AUT,1967,22332.067
Austria,AUT,1968,23792.98107
Austria,AUT,1969,25372.38375
Austria,AUT,1970,28123.7838
Austria,AUT,1971,29174.09829
Austria,AUT,1972,30555.76063
Austria,AUT,1973,32923.91131
Austria,AUT,1974,31754.98611
Austria,AUT,1975,30875.89072
Austria,AUT,1976,33342.92995
Austria,AUT,1977,32534.01696
Austria,AUT,1978,33645.84934
Austria,AUT,1979,36505.59474
Austria,AUT,1980,35669.34863
Austria,AUT,1981,33692.2193
Austria,AUT,1982,32915.47931
Austria,AUT,1983,33068.80676
Austria,AUT,1984,34351.39318
Austria,AUT,1985,35490.07383
Austria,AUT,1986,35606.27847
Austria,AUT,1987,36922.28891
Austria,AUT,1988,37269.05818
Austria,AUT,1989,36506.37797
Austria,AUT,1990,37682.49511
Austria,AUT,1991,39718.46295
Austria,AUT,1992,37746.23584
Austria,AUT,1993,37864.77611
Austria,AUT,1994,37617.15342
Austria,AUT,1995,39235.00947
Austria,AUT,1996,41640.29388
Austria,AUT,1997,41291.20051
Austria,AUT,1998,41944.87871
Austria,AUT,1999,41772.74409
Austria,AUT,2000,41524.90135
Austria,AUT,2001,43710.86153
Austria,AUT,2002,43887.5696
Austria,AUT,2003,46213.25092
Austria,AUT,2004,46608.03799
Austria,AUT,2005,47515.15178
Austria,AUT,2006,47436.58618
Austria,AUT,2007,46747.83368
Austria,AUT,2008,46893.8862
Austria,AUT,2009,44172.49809
Austria,AUT,2010,47115.40971
Austria,AUT,2011,45611.70298
Austria,AUT,2012,45203.10872
Austria,AUT,2013,45578.48659
Austria,AUT,2014,43767.50351
Austria,AUT,2015,44197.48226
Azerbaijan,AZE,1990,36814.7057
Azerbaijan,AZE,1991,35911.98285
Azerbaijan,AZE,1992,28663.26775
Azerbaijan,AZE,1993,25298.55823
Azerbaijan,AZE,1994,22651.65777
Azerbaijan,AZE,1995,21040.46482
Azerbaijan,AZE,1996,17604.01924
Azerbaijan,AZE,1997,16797.43531
Azerbaijan,AZE,1998,17272.33426
Azerbaijan,AZE,1999,15922.77137
Azerbaijan,AZE,2000,16321.92891
Azerbaijan,AZE,2001,16409.52824
Azerbaijan,AZE,2002,16450.96194
Azerbaijan,AZE,2003,17172.75198
Azerbaijan,AZE,2004,17901.24631
Azerbaijan,AZE,2005,18607.54266
Azerbaijan,AZE,2006,18137.78451
Azerbaijan,AZE,2007,16416.41186
Azerbaijan,AZE,2008,17681.25088
Azerbaijan,AZE,2009,15516.35265
Azerbaijan,AZE,2010,14881.19667
Azerbaijan,AZE,2011,15925.55212
Azerbaijan,AZE,2012,17129.79666
Azerbaijan,AZE,2013,17142.65992
Azerbaijan,AZE,2014,17469.1691
Bahamas,BHS,1990,29278.13768
Bahamas,BHS,2004,23943.24799
Bahamas,BHS,2005,24584.67604
Bahamas,BHS,2006,24449.21538
Bahamas,BHS,2007,24087.04517
Bahrain,BHR,1971,74370.61722
Bahrain,BHR,1972,69448.2363
Bahrain,BHR,1973,98800.74088
Bahrain,BHR,1974,104775.3995
Bahrain,BHR,1975,93047.50483
Bahrain,BHR,1976,111465.6839
Bahrain,BHR,1977,95235.30515
Bahrain,BHR,1978,91229.45155
Bahrain,BHR,1979,102508.0559
Bahrain,BHR,1980,90653.45994
Bahrain,BHR,1981,96471.58364
Bahrain,BHR,1982,105496.0178
Bahrain,BHR,1983,98888.58864
Bahrain,BHR,1984,102729.2154
Bahrain,BHR,1985,115388.8267
Bahrain,BHR,1986,119340.5597
Bahrain,BHR,1987,110763.0618
Bahrain,BHR,1988,122039.3753
Bahrain,BHR,1989,119188.5836
Bahrain,BHR,1990,122757.7993
Bahrain,BHR,1991,117560.1553
Bahrain,BHR,1992,126042.7627
Bahrain,BHR,1993,129585.6624
Bahrain,BHR,1994,134390.8854
Bahrain,BHR,1995,132681.0811
Bahrain,BHR,1996,129205.4718
Bahrain,BHR,1997,141667.604
Bahrain,BHR,1998,144290.0422
Bahrain,BHR,1999,137833.2544
Bahrain,BHR,2000,139428.8284
Bahrain,BHR,2001,136514.6379
Bahrain,BHR,2002,134309.6296
Bahrain,BHR,2003,134518.3983
Bahrain,BHR,2004,126708.4161
Bahrain,BHR,2005,135784.9796
Bahrain,BHR,2006,134957.4195
Bahrain,BHR,2007,130653.9967
Bahrain,BHR,2008,131637.3592
Bahrain,BHR,2009,120249.5593
Bahrain,BHR,2010,118717.3127
Bahrain,BHR,2011,115274.1915
Bahrain,BHR,2012,112317.524
Bahrain,BHR,2013,121147.2664
Bahrain,BHR,2014,123208.1868
Bangladesh,BGD,1971,995.5122272
Bangladesh,BGD,1972,1010.406969
Bangladesh,BGD,1973,1075.607281
Bangladesh,BGD,1974,1091.99026
Bangladesh,BGD,1975,1097.181087
Bangladesh,BGD,1976,1139.945148
Bangladesh,BGD,1977,1136.944517
Bangladesh,BGD,1978,1143.802083
Bangladesh,BGD,1979,1155.981999
Bangladesh,BGD,1980,1199.442043
Bangladesh,BGD,1981,1191.080801
Bangladesh,BGD,1982,1224.782746
Bangladesh,BGD,1983,1221.105184
Bangladesh,BGD,1984,1206.179439
Bangladesh,BGD,1985,1241.734153
Bangladesh,BGD,1986,1294.241461
Bangladesh,BGD,1987,1240.402623
Bangladesh,BGD,1988,1327.637419
Bangladesh,BGD,1989,1358.381946
Bangladesh,BGD,1990,1395.071771
Bangladesh,BGD,1991,1343.00129
Bangladesh,BGD,1992,1385.758113
Bangladesh,BGD,1993,1431.29185
Bangladesh,BGD,1994,1462.908534
Bangladesh,BGD,1995,1557.775859
Bangladesh,BGD,1996,1533.888518
Bangladesh,BGD,1997,1568.930764
Bangladesh,BGD,1998,1602.025861
Bangladesh,BGD,1999,1590.79997
Bangladesh,BGD,2000,1614.108457
Bangladesh,BGD,2001,1732.389836
Bangladesh,BGD,2002,1741.396095
Bangladesh,BGD,2003,1803.031299
Bangladesh,BGD,2004,1806.661784
Bangladesh,BGD,2005,1848.222607
Bangladesh,BGD,2006,1953.856107
Bangladesh,BGD,2007,2016.722723
Bangladesh,BGD,2008,2093.026845
Bangladesh,BGD,2009,2177.834293
Bangladesh,BGD,2010,2332.347931
Bangladesh,BGD,2011,2391.907435
Bangladesh,BGD,2012,2480.720269
Bangladesh,BGD,2013,2503.740814
Bangladesh,BGD,2014,2584.429755
Barbados,BRB,1990,14382.09714
Barbados,BRB,2004,15969.95141
Barbados,BRB,2005,16553.10592
Barbados,BRB,2006,16829.3951
Barbados,BRB,2007,16888.03187
Belarus,BLR,1990,51932.31139
Belarus,BLR,1991,50572.68194
Belarus,BLR,1992,42109.11303
Belarus,BLR,1993,35782.02975
Belarus,BLR,1994,30421.04826
Belarus,BLR,1995,28233.79528
Belarus,BLR,1996,29090.68676
Belarus,BLR,1997,29140.1818
Belarus,BLR,1998,28681.50082
Belarus,BLR,1999,28046.54685
Belarus,BLR,2000,28637.84058
Belarus,BLR,2001,28907.12224
Belarus,BLR,2002,29657.76561
Belarus,BLR,2003,30746.08578
Belarus,BLR,2004,32014.5872
Belarus,BLR,2005,32201.39449
Belarus,BLR,2006,34487.34575
Belarus,BLR,2007,33935.25879
Belarus,BLR,2008,34100.36106
Belarus,BLR,2009,32449.29725
Belarus,BLR,2010,33727.49176
Belarus,BLR,2011,36025.74654
Belarus,BLR,2012,37477.08501
Belarus,BLR,2013,33511.93057
Belarus,BLR,2014,34058.69011
Belgium,BEL,1960,29301.75383
Belgium,BEL,1961,29898.5857
Belgium,BEL,1962,32681.01115
Belgium,BEL,1963,35393.66032
Belgium,BEL,1964,35141.75708
Belgium,BEL,1965,36239.47034
Belgium,BEL,1966,35486.5891
Belgium,BEL,1967,37017.39981
Belgium,BEL,1968,41751.74952
Belgium,BEL,1969,45090.02595
Belgium,BEL,1970,48092.37332
Belgium,BEL,1971,47682.48037
Belgium,BEL,1972,52031.80023
Belgium,BEL,1973,54902.71922
Belgium,BEL,1974,53701.50866
Belgium,BEL,1975,50217.5917
Belgium,BEL,1976,53756.57116
Belgium,BEL,1977,53376.16889
Belgium,BEL,1978,56132.95045
Belgium,BEL,1979,57879.91766
Belgium,BEL,1980,55165.99856
Belgium,BEL,1981,51350.62056
Belgium,BEL,1982,48942.03824
Belgium,BEL,1983,48337.27364
Belgium,BEL,1984,50414.91522
Belgium,BEL,1985,52033.35261
Belgium,BEL,1986,53892.48979
Belgium,BEL,1987,54982.99278
Belgium,BEL,1988,55486.12987
Belgium,BEL,1989,55811.51463
Belgium,BEL,1990,55938.75633
Belgium,BEL,1991,58219.83473
Belgium,BEL,1992,58622.99722
Belgium,BEL,1993,57013.3998
Belgium,BEL,1994,60315.35047
Belgium,BEL,1995,61263.0099
Belgium,BEL,1996,64389.16093
Belgium,BEL,1997,64237.83008
Belgium,BEL,1998,65164.75387
Belgium,BEL,1999,65275.87168
Belgium,BEL,2000,65934.63558
Belgium,BEL,2001,65525.92611
Belgium,BEL,2002,62694.0705
Belgium,BEL,2003,65012.0021
Belgium,BEL,2004,65046.45916
Belgium,BEL,2005,64611.81157
Belgium,BEL,2006,63621.81991
Belgium,BEL,2007,62068.88215
Belgium,BEL,2008,63437.77906
Belgium,BEL,2009,60436.24846
Belgium,BEL,2010,64424.06195
Belgium,BEL,2011,59172.81736
Belgium,BEL,2012,56245.09556
Belgium,BEL,2013,57998.82937
Belgium,BEL,2014,54756.61276
Belgium,BEL,2015,54518.96338
Belize,BLZ,1990,6586.521818
Belize,BLZ,2004,6529.235138
Belize,BLZ,2005,6609.890672
Belize,BLZ,2006,6880.07099
Belize,BLZ,2007,6937.30375
Benin,BEN,1971,4317.346982
Benin,BEN,1972,4422.634777
Benin,BEN,1973,4416.163505
Benin,BEN,1974,4408.185415
Benin,BEN,1975,4429.356415
Benin,BEN,1976,4189.540466
Benin,BEN,1977,4228.917234
Benin,BEN,1978,4281.958176
Benin,BEN,1979,4241.089999
Benin,BEN,1980,4231.761705
Benin,BEN,1981,4110.77194
Benin,BEN,1982,4136.412376
Benin,BEN,1983,4134.004776
Benin,BEN,1984,4116.281585
Benin,BEN,1985,4193.333675
Benin,BEN,1986,4112.052934
Benin,BEN,1987,4048.859325
Benin,BEN,1988,4031.225543
Benin,BEN,1989,3930.852153
Benin,BEN,1990,3880.909706
Benin,BEN,1991,3809.288162
Benin,BEN,1992,3769.834088
Benin,BEN,1993,3725.713094
Benin,BEN,1994,3678.49413
Benin,BEN,1995,3637.413924
Benin,BEN,1996,4104.461725
Benin,BEN,1997,4131.421874
Benin,BEN,1998,3956.545497
Benin,BEN,1999,4007.254428
Benin,BEN,2000,3358.377026
Benin,BEN,2001,3465.213394
Benin,BEN,2002,3605.762082
Benin,BEN,2003,3689.017372
Benin,BEN,2004,3737.362348
Benin,BEN,2005,3641.426363
Benin,BEN,2006,4173.990052
Benin,BEN,2007,4410.419602
Benin,BEN,2008,4382.878104
Benin,BEN,2009,4471.120706
Benin,BEN,2010,4618.695571
Benin,BEN,2011,4614.46287
Benin,BEN,2012,4648.279991
Benin,BEN,2013,4724.73142
Benin,BEN,2014,4847.33475
Bhutan,BTN,1990,1211.637592
Bhutan,BTN,2004,3269.496878
Bhutan,BTN,2005,3613.126847
Bhutan,BTN,2006,3650.443004
Bhutan,BTN,2007,4130.849339
Bolivia,BOL,1971,2580.102574
Bolivia,BOL,1972,2792.811734
Bolivia,BOL,1973,2892.04123
Bolivia,BOL,1974,3031.795814
Bolivia,BOL,1975,3437.692484
Bolivia,BOL,1976,3684.147543
Bolivia,BOL,1977,3854.096319
Bolivia,BOL,1978,4086.894705
Bolivia,BOL,1979,4402.278107
Bolivia,BOL,1980,5086.164889
Bolivia,BOL,1981,5224.959026
Bolivia,BOL,1982,5377.474511
Bolivia,BOL,1983,4994.365301
Bolivia,BOL,1984,4877.862756
Bolivia,BOL,1985,4718.30816
Bolivia,BOL,1986,4371.31701
Bolivia,BOL,1987,3970.493685
Bolivia,BOL,1988,4068.352358
Bolivia,BOL,1989,4249.864926
Bolivia,BOL,1990,4428.251581
Bolivia,BOL,1991,4475.977298
Bolivia,BOL,1992,4648.373548
Bolivia,BOL,1993,4872.51164
Bolivia,BOL,1994,5258.584447
Bolivia,BOL,1995,5785.967705
Bolivia,BOL,1996,6099.163649
Bolivia,BOL,1997,6522.268776
Bolivia,BOL,1998,6465.136419
Bolivia,BOL,1999,6231.920967
Bolivia,BOL,2000,6840.505274
Bolivia,BOL,2001,5224.110243
Bolivia,BOL,2002,6149.198307
Bolivia,BOL,2003,6279.06372
Bolivia,BOL,2004,6176.435902
Bolivia,BOL,2005,6620.033302
Bolivia,BOL,2006,8144.624551
Bolivia,BOL,2007,6524.617131
Bolivia,BOL,2008,6824.725188
Bolivia,BOL,2009,6993.218902
Bolivia,BOL,2010,7495.51862
Bolivia,BOL,2011,7790.003475
Bolivia,BOL,2012,8815.516111
Bolivia,BOL,2013,8725.799929
Bolivia,BOL,2014,9173.794629
Bosnia and Herzegovina,BIH,1990,18285.21737
Bosnia and Herzegovina,BIH,1991,16804.42863
Bosnia and Herzegovina,BIH,1992,12205.40208
Bosnia and Herzegovina,BIH,1993,10544.55772
Bosnia and Herzegovina,BIH,1994,4226.525384
Bosnia and Herzegovina,BIH,1995,4520.995964
Bosnia and Herzegovina,BIH,1996,5369.052555
Bosnia and Herzegovina,BIH,1997,8350.809678
Bosnia and Herzegovina,BIH,1998,10384.37411
Bosnia and Herzegovina,BIH,1999,10252.44051
Bosnia and Herzegovina,BIH,2000,13419.32577
Bosnia and Herzegovina,BIH,2001,12952.47597
Bosnia and Herzegovina,BIH,2002,13571.83493
Bosnia and Herzegovina,BIH,2003,13537.21381
Bosnia and Herzegovina,BIH,2004,14791.39445
Bosnia and Herzegovina,BIH,2005,15500.32196
Bosnia and Herzegovina,BIH,2006,16309.04756
Bosnia and Herzegovina,BIH,2007,16345.12988
Bosnia and Herzegovina,BIH,2008,18421.9113
Bosnia and Herzegovina,BIH,2009,19300.14648
Bosnia and Herzegovina,BIH,2010,20251.51313
Bosnia and Herzegovina,BIH,2011,22528.00516
Bosnia and Herzegovina,BIH,2012,21307.83236
Bosnia and Herzegovina,BIH,2013,20821.10606
Bosnia and Herzegovina,BIH,2014,25516.87101
Botswana,BWA,1981,8453.121475
Botswana,BWA,1982,8550.683072
Botswana,BWA,1983,8339.979354
Botswana,BWA,1984,8231.800091
Botswana,BWA,1985,8418.66726
Botswana,BWA,1986,8937.659882
Botswana,BWA,1987,8624.474434
Botswana,BWA,1988,9857.132948
Botswana,BWA,1989,10236.42176
Botswana,BWA,1990,10282.76667
Botswana,BWA,1991,10185.92333
Botswana,BWA,1992,11422.92071
Botswana,BWA,1993,11159.29675
Botswana,BWA,1994,10723.96422
Botswana,BWA,1995,10727.47268
Botswana,BWA,1996,10237.85262
Botswana,BWA,1997,10521.50913
Botswana,BWA,1998,11649.44109
Botswana,BWA,1999,11816.08142
Botswana,BWA,2000,12080.7017
Botswana,BWA,2001,12037.06508
Botswana,BWA,2002,12055.38175
Botswana,BWA,2003,11854.09971
Botswana,BWA,2004,11498.04334
Botswana,BWA,2005,11696.10703
Botswana,BWA,2006,11905.5789
Botswana,BWA,2007,12110.25036
Botswana,BWA,2008,12605.40536
Botswana,BWA,2009,11558.72382
Botswana,BWA,2010,12432.21168
Botswana,BWA,2011,11731.67056
Botswana,BWA,2012,13063.1967
Botswana,BWA,2013,13560.91788
Botswana,BWA,2014,14568.66826
Brazil,BRA,1971,8304.26755
Brazil,BRA,1972,8686.239314
Brazil,BRA,1973,9293.981884
Brazil,BRA,1974,9656.587308
Brazil,BRA,1975,9844.201715
Brazil,BRA,1976,10089.35976
Brazil,BRA,1977,10181.67442
Brazil,BRA,1978,10580.0127
Brazil,BRA,1979,10986.59322
Brazil,BRA,1980,10928.45333
Brazil,BRA,1981,10241.3666
Brazil,BRA,1982,10173.43947
Brazil,BRA,1983,10191.56896
Brazil,BRA,1984,10608.9981
Brazil,BRA,1985,11088.01566
Brazil,BRA,1986,11370.09587
Brazil,BRA,1987,11579.98351
Brazil,BRA,1988,11513.88022
Brazil,BRA,1989,11530.4611
Brazil,BRA,1990,10917.86659
Brazil,BRA,1991,10932.21596
Brazil,BRA,1992,10861.26391
Brazil,BRA,1993,10951.09248
Brazil,BRA,1994,11342.92226
Brazil,BRA,1995,11543.87451
Brazil,BRA,1996,11964.9643
Brazil,BRA,1997,12374.87868
Brazil,BRA,1998,12476.24611
Brazil,BRA,1999,12567.85597
Brazil,BRA,2000,12436.39472
Brazil,BRA,2001,12478.02807
Brazil,BRA,2002,12637.58482
Brazil,BRA,2003,12681.22382
Brazil,BRA,2004,13222.94067
Brazil,BRA,2005,13397.95003
Brazil,BRA,2006,13710.03603
Brazil,BRA,2007,14335.15756
Brazil,BRA,2008,14980.80403
Brazil,BRA,2009,14348.55474
Brazil,BRA,2010,15712.46606
Brazil,BRA,2011,15806.59303
Brazil,BRA,2012,16337.3038
Brazil,BRA,2013,16877.08156
Brazil,BRA,2014,17269.6968
Brunei,BRN,1971,15188.85232
Brunei,BRN,1972,14362.30058
Brunei,BRN,1973,26965.14452
