Entity,Code,Year,Energy_use
Dominican Republic,DOM,1974,6988.989882
Dominican Republic,DOM,1975,6957.32318
Dominican Republic,DOM,1976,7011.998117
Dominican Republic,DOM,1977,7000.701845
Dominican Republic,DOM,1978,7008.545676
Dominican Republic,DOM,1979,7112.700232
Dominican Republic,DOM,1980,6876.092765
Dominican Republic,DOM,1981,6953.216847
Dominican Republic,DOM,1982,6942.334121
Dominican Republic,DOM,1983,7219.849309
Dominican Republic,DOM,1984,7440.462445
Dominican Republic,DOM,1985,6069.550127
Dominican Republic,DOM,1986,6169.471869
Dominican Republic,DOM,1987,6845.73316
Dominican Republic,DOM,1988,6421.972965
Dominican Republic,DOM,1989,6207.707975
Dominican Republic,DOM,1990,6499.828416
Dominican Republic,DOM,1991,6424.749213
Dominican Republic,DOM,1992,6988.472768
Dominican Republic,DOM,1993,6646.190136
Dominican Republic,DOM,1994,7494.544943
Dominican Republic,DOM,1995,7732.380218
Dominican Republic,DOM,1996,7933.259025
Dominican Republic,DOM,1997,8706.848917
Dominican Republic,DOM,1998,9054.28872
Dominican Republic,DOM,1999,9269.35523
Dominican Republic,DOM,2000,9805.982901
Dominican Republic,DOM,2001,9363.093505
Dominican Republic,DOM,2002,9783.986689
Dominican Republic,DOM,2003,9120.414084
Dominican Republic,DOM,2004,8126.246774
Dominican Republic,DOM,2005,8705.598693
Dominican Republic,DOM,2006,8884.350477
Dominican Republic,DOM,2007,8909.444633
Dominican Republic,DOM,2008,8811.810587
Dominican Republic,DOM,2009,8531.280703
Dominican Republic,DOM,2010,8847.757393
Dominican Republic,DOM,2011,8894.635302
Dominican Republic,DOM,2012,9273.780175
Dominican Republic,DOM,2013,8634.950035
Dominican Republic,DOM,2014,8541.163833
Early-demographic dividend,,1971,4630.059122
Early-demographic dividend,,1972,4657.735599
Early-demographic dividend,,1973,4855.146711
Early-demographic dividend,,1974,4973.600356
Early-demographic dividend,,1975,5066.483902
Early-demographic dividend,,1976,5204.642338
Early-demographic dividend,,1977,5353.611734
Early-demographic dividend,,1978,5467.58981
Early-demographic dividend,,1979,5662.17553
Early-demographic dividend,,1980,5856.910059
Early-demographic dividend,,1981,6096.324159
Early-demographic dividend,,1982,6291.563301
Early-demographic dividend,,1983,6225.349274
Early-demographic dividend,,1984,6286.628999
Early-demographic dividend,,1985,6340.467891
Early-demographic dividend,,1986,6397.799929
Early-demographic dividend,,1987,6564.375338
Early-demographic dividend,,1988,6661.097862
Early-demographic dividend,,1989,6742.749795
Early-demographic dividend,,1990,7171.067421
Early-demographic dividend,,1991,7324.631568
Early-demographic dividend,,1992,7373.791832
Early-demographic dividend,,1993,7465.118893
Early-demographic dividend,,1994,7609.47064
Early-demographic dividend,,1995,7726.273456
Early-demographic dividend,,1996,7805.842321
Early-demographic dividend,,1997,7942.148765
Early-demographic dividend,,1998,8010.92182
Early-demographic dividend,,1999,8168.119251
Early-demographic dividend,,2000,8202.838655
Early-demographic dividend,,2001,8224.81539
Early-demographic dividend,,2002,8327.218958
Early-demographic dividend,,2003,8417.652198
Early-demographic dividend,,2004,8688.087241
Early-demographic dividend,,2005,8894.068934
Early-demographic dividend,,2006,9170.837311
Early-demographic dividend,,2007,9350.648179
Early-demographic dividend,,2008,9608.498729
Early-demographic dividend,,2009,9807.381513
Early-demographic dividend,,2010,10018.52285
Early-demographic dividend,,2011,10027.54665
Early-demographic dividend,,2012,10319.32404
Early-demographic dividend,,2013,10264.01459
Early-demographic dividend,,2014,10453.75542
East Asia & Pacific,,1971,7659.135339
East Asia & Pacific,,1972,7896.353768
East Asia & Pacific,,1973,8274.414056
East Asia & Pacific,,1974,8272.769889
East Asia & Pacific,,1975,8430.049399
East Asia & Pacific,,1976,8691.345399
East Asia & Pacific,,1977,9115.697545
East Asia & Pacific,,1978,9488.593139
East Asia & Pacific,,1979,9698.268214
East Asia & Pacific,,1980,9569.387477
East Asia & Pacific,,1981,9363.564888
East Asia & Pacific,,1982,9435.661079
East Asia & Pacific,,1983,9542.569788
East Asia & Pacific,,1984,9953.785691
East Asia & Pacific,,1985,10024.76829
East Asia & Pacific,,1986,10230.71293
East Asia & Pacific,,1987,10471.00705
East Asia & Pacific,,1988,10905.08714
East Asia & Pacific,,1989,11112.21574
East Asia & Pacific,,1990,11796.84942
East Asia & Pacific,,1991,11677.86204
East Asia & Pacific,,1992,11942.65975
East Asia & Pacific,,1993,12387.86183
East Asia & Pacific,,1994,12786.83685
East Asia & Pacific,,1995,13315.31351
East Asia & Pacific,,1996,13625.65356
East Asia & Pacific,,1997,13723.51296
East Asia & Pacific,,1998,13483.75948
East Asia & Pacific,,1999,13740.23443
East Asia & Pacific,,2000,14134.32349
East Asia & Pacific,,2001,14315.25814
East Asia & Pacific,,2002,14828.64317
East Asia & Pacific,,2003,15852.41263
East Asia & Pacific,,2004,17167.78512
East Asia & Pacific,,2005,18031.68417
East Asia & Pacific,,2006,18937.95116
East Asia & Pacific,,2007,19811.93225
East Asia & Pacific,,2008,20086.73612
East Asia & Pacific,,2009,20696.55062
East Asia & Pacific,,2010,22355.64079
East Asia & Pacific,,2011,23030.86134
East Asia & Pacific,,2012,23497.51144
East Asia & Pacific,,2013,23981.55572
East Asia & Pacific,,2014,24836.62426
East Asia & Pacific (IDA & IBRD),,1971,5024.251054
East Asia & Pacific (IDA & IBRD),,1972,5132.200768
East Asia & Pacific (IDA & IBRD),,1973,5214.832139
East Asia & Pacific (IDA & IBRD),,1974,5229.808925
East Asia & Pacific (IDA & IBRD),,1975,5614.467379
East Asia & Pacific (IDA & IBRD),,1976,5705.478066
East Asia & Pacific (IDA & IBRD),,1977,6093.355385
East Asia & Pacific (IDA & IBRD),,1978,6473.714555
East Asia & Pacific (IDA & IBRD),,1979,6521.551081
East Asia & Pacific (IDA & IBRD),,1980,6441.008777
East Asia & Pacific (IDA & IBRD),,1981,6340.279478
East Asia & Pacific (IDA & IBRD),,1982,6418.823946
East Asia & Pacific (IDA & IBRD),,1983,6549.867797
East Asia & Pacific (IDA & IBRD),,1984,6791.211285
East Asia & Pacific (IDA & IBRD),,1985,6883.880084
East Asia & Pacific (IDA & IBRD),,1986,7055.140583
East Asia & Pacific (IDA & IBRD),,1987,7275.736431
East Asia & Pacific (IDA & IBRD),,1988,7530.233047
East Asia & Pacific (IDA & IBRD),,1989,7614.678049
East Asia & Pacific (IDA & IBRD),,1990,8128.086361
East Asia & Pacific (IDA & IBRD),,1991,7947.43238
East Asia & Pacific (IDA & IBRD),,1992,8134.523579
East Asia & Pacific (IDA & IBRD),,1993,8520.973997
East Asia & Pacific (IDA & IBRD),,1994,8777.501934
East Asia & Pacific (IDA & IBRD),,1995,9291.435272
East Asia & Pacific (IDA & IBRD),,1996,9499.666666
East Asia & Pacific (IDA & IBRD),,1997,9487.962922
East Asia & Pacific (IDA & IBRD),,1998,9389.11899
East Asia & Pacific (IDA & IBRD),,1999,9516.924193
East Asia & Pacific (IDA & IBRD),,2000,9800.171644
East Asia & Pacific (IDA & IBRD),,2001,10058.69755
East Asia & Pacific (IDA & IBRD),,2002,10610.18236
East Asia & Pacific (IDA & IBRD),,2003,11757.0788
East Asia & Pacific (IDA & IBRD),,2004,13093.20121
East Asia & Pacific (IDA & IBRD),,2005,14159.8676
East Asia & Pacific (IDA & IBRD),,2006,15152.6279
East Asia & Pacific (IDA & IBRD),,2007,16124.86051
East Asia & Pacific (IDA & IBRD),,2008,16529.33
East Asia & Pacific (IDA & IBRD),,2009,17422.08196
East Asia & Pacific (IDA & IBRD),,2010,18975.70392
East Asia & Pacific (IDA & IBRD),,2011,19958.22905
East Asia & Pacific (IDA & IBRD),,2012,20588.02125
East Asia & Pacific (IDA & IBRD),,2013,21162.64457
East Asia & Pacific (IDA & IBRD),,2014,22050.75884
East Asia & Pacific (excluding high income),,1971,5158.063775
East Asia & Pacific (excluding high income),,1972,5266.988391
East Asia & Pacific (excluding high income),,1973,5348.006759
East Asia & Pacific (excluding high income),,1974,5367.228409
East Asia & Pacific (excluding high income),,1975,5749.805398
East Asia & Pacific (excluding high income),,1976,5848.688799
East Asia & Pacific (excluding high income),,1977,6239.653041
East Asia & Pacific (excluding high income),,1978,6628.163413
East Asia & Pacific (excluding high income),,1979,6688.303769
East Asia & Pacific (excluding high income),,1980,6620.209721
East Asia & Pacific (excluding high income),,1981,6523.752872
East Asia & Pacific (excluding high income),,1982,6608.646813
East Asia & Pacific (excluding high income),,1983,6743.47802
East Asia & Pacific (excluding high income),,1984,6984.07224
East Asia & Pacific (excluding high income),,1985,7082.029764
East Asia & Pacific (excluding high income),,1986,7241.886231
East Asia & Pacific (excluding high income),,1987,7445.074041
East Asia & Pacific (excluding high income),,1988,7696.83266
East Asia & Pacific (excluding high income),,1989,7775.096756
East Asia & Pacific (excluding high income),,1990,8267.237677
East Asia & Pacific (excluding high income),,1991,8074.843141
East Asia & Pacific (excluding high income),,1992,8227.72747
East Asia & Pacific (excluding high income),,1993,8590.720153
East Asia & Pacific (excluding high income),,1994,8826.31194
East Asia & Pacific (excluding high income),,1995,9322.260159
East Asia & Pacific (excluding high income),,1996,9508.211561
East Asia & Pacific (excluding high income),,1997,9489.248914
East Asia & Pacific (excluding high income),,1998,9382.465329
East Asia & Pacific (excluding high income),,1999,9515.665866
East Asia & Pacific (excluding high income),,2000,9802.723347
East Asia & Pacific (excluding high income),,2001,10061.01798
East Asia & Pacific (excluding high income),,2002,10599.25122
East Asia & Pacific (excluding high income),,2003,11733.40416
East Asia & Pacific (excluding high income),,2004,13054.49776
East Asia & Pacific (excluding high income),,2005,14111.89495
East Asia & Pacific (excluding high income),,2006,15092.57197
East Asia & Pacific (excluding high income),,2007,16032.0697
East Asia & Pacific (excluding high income),,2008,16442.11135
East Asia & Pacific (excluding high income),,2009,17321.58931
East Asia & Pacific (excluding high income),,2010,18849.12471
East Asia & Pacific (excluding high income),,2011,19789.83202
East Asia & Pacific (excluding high income),,2012,20413.08535
East Asia & Pacific (excluding high income),,2013,20960.48971
East Asia & Pacific (excluding high income),,2014,21833.70456
Ecuador,ECU,1971,4163.249791
Ecuador,ECU,1972,4193.78309
Ecuador,ECU,1973,4136.633537
Ecuador,ECU,1974,4874.490316
Ecuador,ECU,1975,5229.560385
Ecuador,ECU,1976,5661.371524
Ecuador,ECU,1977,6606.698088
Ecuador,ECU,1978,6627.023991
Ecuador,ECU,1979,6815.785005
Ecuador,ECU,1980,7284.76642
Ecuador,ECU,1981,7386.128425
Ecuador,ECU,1982,7752.969821
Ecuador,ECU,1983,7009.906979
Ecuador,ECU,1984,7321.017445
Ecuador,ECU,1985,7219.483896
Ecuador,ECU,1986,7013.139185
Ecuador,ECU,1987,7006.729039
Ecuador,ECU,1988,7160.807543
Ecuador,ECU,1989,6682.975871
Ecuador,ECU,1990,7204.694658
Ecuador,ECU,1991,7396.729317
Ecuador,ECU,1992,7317.839692
Ecuador,ECU,1993,6669.661264
Ecuador,ECU,1994,6981.343222
Ecuador,ECU,1995,8000.977361
Ecuador,ECU,1996,8251.927614
Ecuador,ECU,1997,8393.225249
Ecuador,ECU,1998,8454.777288
Ecuador,ECU,1999,7463.243945
Ecuador,ECU,2000,8118.626844
Ecuador,ECU,2001,8465.012475
Ecuador,ECU,2002,8122.337103
Ecuador,ECU,2003,8108.199877
Ecuador,ECU,2004,7702.987002
Ecuador,ECU,2005,7906.336152
Ecuador,ECU,2006,7809.466881
Ecuador,ECU,2007,8687.016123
Ecuador,ECU,2008,7868.707912
Ecuador,ECU,2009,9217.272587
Ecuador,ECU,2010,9165.187014
Ecuador,ECU,2011,9550.186713
Ecuador,ECU,2012,9280.156626
Ecuador,ECU,2013,9844.251032
Ecuador,ECU,2014,10370.33866
Egypt,EGY,1971,2529.204091
Egypt,EGY,1972,2727.673881
Egypt,EGY,1973,2484.351313
Egypt,EGY,1974,2721.84756
Egypt,EGY,1975,2906.043865
Egypt,EGY,1976,3308.827368
Egypt,EGY,1977,3530.247921
Egypt,EGY,1978,3553.847646
Egypt,EGY,1979,3817.090006
Egypt,EGY,1980,3980.900921
Egypt,EGY,1981,4524.221023
Egypt,EGY,1982,4830.430687
Egypt,EGY,1983,5223.065231
Egypt,EGY,1984,5640.562319
Egypt,EGY,1985,5943.095784
Egypt,EGY,1986,5938.894309
Egypt,EGY,1987,6154.020839
Egypt,EGY,1988,6130.562806
Egypt,EGY,1989,6366.670651
Egypt,EGY,1990,6533.068884
Egypt,EGY,1991,6387.621277
Egypt,EGY,1992,6414.432182
Egypt,EGY,1993,6516.856261
Egypt,EGY,1994,6147.079112
Egypt,EGY,1995,6412.046675
Egypt,EGY,1996,6677.892727
Egypt,EGY,1997,6826.911499
Egypt,EGY,1998,7181.891347
Egypt,EGY,1999,7208.678969
Egypt,EGY,2000,6752.434127
Egypt,EGY,2001,7442.524409
Egypt,EGY,2002,7533.189759
Egypt,EGY,2003,7673.224628
Egypt,EGY,2004,8140.187201
Egypt,EGY,2005,9312.12102
Egypt,EGY,2006,9665.590062
Egypt,EGY,2007,10173.87108
Egypt,EGY,2008,10383.50881
Egypt,EGY,2009,10429.61635
Egypt,EGY,2010,10030.99984
Egypt,EGY,2011,10307.82331
Egypt,EGY,2012,10365.13919
Egypt,EGY,2013,9715.394371
Egypt,EGY,2014,9478.311132
El Salvador,SLV,1971,5411.683822
El Salvador,SLV,1972,5640.470091
El Salvador,SLV,1973,5816.267796
El Salvador,SLV,1974,5807.128968
El Salvador,SLV,1975,6337.511229
El Salvador,SLV,1976,7159.247145
El Salvador,SLV,1977,7233.452791
El Salvador,SLV,1978,7507.131886
El Salvador,SLV,1979,7185.665026
El Salvador,SLV,1980,6395.400144
El Salvador,SLV,1981,6799.390658
El Salvador,SLV,1982,6917.538136
El Salvador,SLV,1983,6555.912479
El Salvador,SLV,1984,6601.382459
El Salvador,SLV,1985,6198.611955
El Salvador,SLV,1986,5313.250332
El Salvador,SLV,1987,5853.373808
El Salvador,SLV,1988,5391.757454
El Salvador,SLV,1989,5455.978672
El Salvador,SLV,1990,5463.59588
El Salvador,SLV,1991,5926.358908
El Salvador,SLV,1992,6101.759916
El Salvador,SLV,1993,6336.522853
El Salvador,SLV,1994,6625.277163
El Salvador,SLV,1995,6961.731599
El Salvador,SLV,1996,6582.033452
El Salvador,SLV,1997,7213.316558
El Salvador,SLV,1998,7354.720077
El Salvador,SLV,1999,7570.679316
El Salvador,SLV,2000,7863.10853
El Salvador,SLV,2001,8173.061671
El Salvador,SLV,2002,8284.624936
El Salvador,SLV,2003,8603.052917
El Salvador,SLV,2004,8491.445137
El Salvador,SLV,2005,8695.247256
El Salvador,SLV,2006,9090.664335
El Salvador,SLV,2007,8561.818086
El Salvador,SLV,2008,8560.575454
El Salvador,SLV,2009,7982.793634
El Salvador,SLV,2010,8018.070705
El Salvador,SLV,2011,8059.015163
El Salvador,SLV,2012,7898.444919
El Salvador,SLV,2013,7421.462455
El Salvador,SLV,2014,7528.210761
Equatorial Guinea,GNQ,2004,12226.6172
Equatorial Guinea,GNQ,2005,19180.69976
Equatorial Guinea,GNQ,2006,22064.52273
Equatorial Guinea,GNQ,2007,24667.194
Eritrea,ERI,1992,3271.779613
Eritrea,ERI,1993,3456.541947
Eritrea,ERI,1994,3581.171384
Eritrea,ERI,1995,3754.919252
Eritrea,ERI,1996,3908.346725
Eritrea,ERI,1997,3828.436266
Eritrea,ERI,1998,2440.327546
Eritrea,ERI,1999,2470.480852
Eritrea,ERI,2000,2426.541471
Eritrea,ERI,2001,2466.679766
Eritrea,ERI,2002,2408.033311
Eritrea,ERI,2003,2493.47195
Eritrea,ERI,2004,2241.141231
Eritrea,ERI,2005,2232.692343
Eritrea,ERI,2006,1985.181476
Eritrea,ERI,2007,2007.449717
Eritrea,ERI,2008,1853.184044
Eritrea,ERI,2009,1947.544875
Eritrea,ERI,2010,1962.161885
Eritrea,ERI,2011,1974.255846
Estonia,EST,1990,72486.67314
Estonia,EST,1991,67935.37325
Estonia,EST,1992,49813.13527
Estonia,EST,1993,42324.70071
Estonia,EST,1994,43640.26462
Estonia,EST,1995,42152.13411
Estonia,EST,1996,47023.46217
Estonia,EST,1997,46646.95039
Estonia,EST,1998,42974.83493
Estonia,EST,1999,40271.97983
Estonia,EST,2000,39247.85857
Estonia,EST,2001,41187.78515
Estonia,EST,2002,39725.52863
Estonia,EST,2003,44171.18493
Estonia,EST,2004,45280.18934
Estonia,EST,2005,44733.54993
Estonia,EST,2006,43903.65801
Estonia,EST,2007,49353.62623
Estonia,EST,2008,47746.00826
Estonia,EST,2009,42437.62394
Estonia,EST,2010,49110.43352
Estonia,EST,2011,49284.7905
Estonia,EST,2012,48548.12971
Estonia,EST,2013,53768.73607
Estonia,EST,2014,53412.12939
Estonia,EST,2015,48535.78816
Ethiopia,ETH,1971,5531.933689
Ethiopia,ETH,1972,5511.511551
Ethiopia,ETH,1973,5516.97453
Ethiopia,ETH,1974,5511.74822
Ethiopia,ETH,1975,5488.805222
Ethiopia,ETH,1976,5487.357434
Ethiopia,ETH,1977,5482.589317
Ethiopia,ETH,1978,5496.579985
Ethiopia,ETH,1979,5502.851696
Ethiopia,ETH,1980,5506.3396
Ethiopia,ETH,1981,5513.576115
Ethiopia,ETH,1982,5498.642788
Ethiopia,ETH,1983,5503.26927
Ethiopia,ETH,1984,5488.534495
Ethiopia,ETH,1985,5486.962788
Ethiopia,ETH,1986,5505.667518
Ethiopia,ETH,1987,5535.918316
Ethiopia,ETH,1988,5531.299532
Ethiopia,ETH,1989,5535.904886
Ethiopia,ETH,1990,5546.631064
Ethiopia,ETH,1991,5537.061764
Ethiopia,ETH,1992,5471.389467
Ethiopia,ETH,1993,5499.518747
Ethiopia,ETH,1994,5517.344856
Ethiopia,ETH,1995,5534.059117
Ethiopia,ETH,1996,5544.09216
Ethiopia,ETH,1997,5532.518166
Ethiopia,ETH,1998,5536.998126
Ethiopia,ETH,1999,5529.779346
Ethiopia,ETH,2000,5538.738229
Ethiopia,ETH,2001,5583.111402
Ethiopia,ETH,2002,5585.39189
Ethiopia,ETH,2003,5600.374704
Ethiopia,ETH,2004,5607.174334
Ethiopia,ETH,2005,5588.322258
Ethiopia,ETH,2006,5602.423673
Ethiopia,ETH,2007,5624.759359
Ethiopia,ETH,2008,5642.745894
Ethiopia,ETH,2009,5648.608342
Ethiopia,ETH,2010,5656.161182
Ethiopia,ETH,2011,5694.999391
Ethiopia,ETH,2012,5706.729084
Ethiopia,ETH,2013,5753.69192
Ethiopia,ETH,2014,5777.953813
Euro area,,1960,16315.41443
Euro area,,1961,16912.64706
Euro area,,1962,18219.02603
Euro area,,1963,19598.46497
Euro area,,1964,20482.50578
Euro area,,1965,21114.69102
Euro area,,1966,21678.80991
Euro area,,1967,22569.70855
Euro area,,1968,24336.90509
Euro area,,1969,26310.36786
Euro area,,1970,31933.23151
Euro area,,1971,32353.42851
Euro area,,1972,33953.89091
Euro area,,1973,36127.50281
Euro area,,1974,35617.52546
Euro area,,1975,34059.926
Euro area,,1976,36492.5365
Euro area,,1977,36081.12358
Euro area,,1978,37471.444
Euro area,,1979,38983.25206
Euro area,,1980,38261.86598
Euro area,,1981,36989.57583
Euro area,,1982,35719.40517
Euro area,,1983,35990.63961
Euro area,,1984,37207.51963
Euro area,,1985,38335.73723
Euro area,,1986,38696.21077
Euro area,,1987,39509.27352
Euro area,,1988,39818.75459
Euro area,,1989,40541.79258
Euro area,,1990,40804.91633
Euro area,,1991,41352.66033
Euro area,,1992,40330.68163
Euro area,,1993,39905.46478
Euro area,,1994,39716.71879
Euro area,,1995,40990.67299
Euro area,,1996,42237.97115
Euro area,,1997,42082.06534
Euro area,,1998,42719.09808
Euro area,,1999,42578.45402
Euro area,,2000,42998.18
Euro area,,2001,43975.84933
Euro area,,2002,43785.42216
Euro area,,2003,44467.26537
Euro area,,2004,44868.05664
Euro area,,2005,44747.34539
Euro area,,2006,44656.09872
Euro area,,2007,43696.22724
Euro area,,2008,43388.81379
Euro area,,2009,40840.76503
Euro area,,2010,42182.07549
Euro area,,2011,40545.18959
Euro area,,2012,40070.05339
Euro area,,2013,39597.85179
Euro area,,2014,37985.7761
Euro area,,2015,38711.32569
Europe & Central Asia,,1990,43700.66465
Europe & Central Asia,,1991,43327.99933
Europe & Central Asia,,1992,40772.11259
Europe & Central Asia,,1993,39324.07487
Europe & Central Asia,,1994,37157.70317
Europe & Central Asia,,1995,37355.16327
Europe & Central Asia,,1996,37804.12665
Europe & Central Asia,,1997,37043.26524
Europe & Central Asia,,1998,36945.85579
Europe & Central Asia,,1999,36882.68805
Europe & Central Asia,,2000,37154.56944
Europe & Central Asia,,2001,37694.18648
Europe & Central Asia,,2002,37727.36916
Europe & Central Asia,,2003,38706.95191
Europe & Central Asia,,2004,39042.53685
Europe & Central Asia,,2005,39037.21267
Europe & Central Asia,,2006,39540.81881
Europe & Central Asia,,2007,39216.66343
Europe & Central Asia,,2008,39285.50117
Europe & Central Asia,,2009,36693.37041
Europe & Central Asia,,2010,38437.44969
Europe & Central Asia,,2011,38098.49852
Europe & Central Asia,,2012,38036.07553
Europe & Central Asia,,2013,37425.11136
Europe & Central Asia,,2014,36739.33414
Europe & Central Asia (IDA & IBRD),,1990,45530.03287
Europe & Central Asia (IDA & IBRD),,1991,44286.42489
Europe & Central Asia (IDA & IBRD),,1992,40215.56092
Europe & Central Asia (IDA & IBRD),,1993,37630.70061
Europe & Central Asia (IDA & IBRD),,1994,33433.49058
Europe & Central Asia (IDA & IBRD),,1995,32843.98449
Europe & Central Asia (IDA & IBRD),,1996,32424.5776
Europe & Central Asia (IDA & IBRD),,1997,31261.61739
Europe & Central Asia (IDA & IBRD),,1998,30541.33651
Europe & Central Asia (IDA & IBRD),,1999,30608.2518
Europe & Central Asia (IDA & IBRD),,2000,30888.15795
Europe & Central Asia (IDA & IBRD),,2001,31020.38153
Europe & Central Asia (IDA & IBRD),,2002,31386.04932
Europe & Central Asia (IDA & IBRD),,2003,32615.43362
Europe & Central Asia (IDA & IBRD),,2004,32982.5851
Europe & Central Asia (IDA & IBRD),,2005,33086.65205
Europe & Central Asia (IDA & IBRD),,2006,34222.57
Europe & Central Asia (IDA & IBRD),,2007,34605.34452
Europe & Central Asia (IDA & IBRD),,2008,35028.36046
Europe & Central Asia (IDA & IBRD),,2009,32407.36869
Europe & Central Asia (IDA & IBRD),,2010,34484.54173
Europe & Central Asia (IDA & IBRD),,2011,35812.19344
Europe & Central Asia (IDA & IBRD),,2012,35963.81016
Europe & Central Asia (IDA & IBRD),,2013,35155.30937
Europe & Central Asia (IDA & IBRD),,2014,35510.82855
Europe & Central Asia (excluding high income),,1990,47210.47264
Europe & Central Asia (excluding high income),,1991,45907.04354
Europe & Central Asia (excluding high income),,1992,41481.6502
Europe & Central Asia (excluding high income),,1993,38554.1442
Europe & Central Asia (excluding high income),,1994,34043.90112
Europe & Central Asia (excluding high income),,1995,33289.24231
Europe & Central Asia (excluding high income),,1996,32682.4374
Europe & Central Asia (excluding high income),,1997,31425.54782
Europe & Central Asia (excluding high income),,1998,30822.62016
Europe & Central Asia (excluding high income),,1999,30976.84447
Europe & Central Asia (excluding high income),,2000,31368.88928
Europe & Central Asia (excluding high income),,2001,31489.07802
Europe & Central Asia (excluding high income),,2002,31912.61697
Europe & Central Asia (excluding high income),,2003,33187.03342
Europe & Central Asia (excluding high income),,2004,33584.23813
Europe & Central Asia (excluding high income),,2005,33658.66427
Europe & Central Asia (excluding high income),,2006,34779.39203
Europe & Central Asia (excluding high income),,2007,35201.29112
Europe & Central Asia (excluding high income),,2008,35633.73376
Europe & Central Asia (excluding high income),,2009,32848.16456
Europe & Central Asia (excluding high income),,2010,34952.94159
Europe & Central Asia (excluding high income),,2011,36398.55095
Europe & Central Asia (excluding high income),,2012,36672.52432
Europe & Central Asia (excluding high income),,2013,35780.29634
Europe & Central Asia (excluding high income),,2014,36340.87122
European Union,,1960,20007.28236
European Union,,1961,20485.15701
European Union,,1962,21736.91331
European Union,,1963,23016.06675
European Union,,1964,23792.13052
European Union,,1965,24366.19163
European Union,,1966,24867.14841
European Union,,1967,25626.51941
European Union,,1968,27190.47368
European Union,,1969,29166.44763
European Union,,1970,33654.77119
European Union,,1971,33837.5925
European Union,,1972,35045.89106
European Union,,1973,36920.18553
European Union,,1974,36290.23553
European Union,,1975,35357.25847
European Union,,1976,37458.62315
European Union,,1977,37603.94411
European Union,,1978,38819.09802
European Union,,1979,40268.56475
European Union,,1980,39181.45295
European Union,,1981,37875.18688
European Union,,1982,37173.50535
European Union,,1983,37268.99115
European Union,,1984,38030.66927
European Union,,1985,39341.87941
European Union,,1986,39865.75181
European Union,,1987,40587.16704
European Union,,1988,40768.1806
European Union,,1989,40829.9625
European Union,,1990,40022.17243
European Union,,1991,40001.06163
European Union,,1992,38939.09218
European Union,,1993,38749.93768
European Union,,1994,38495.26701
European Union,,1995,39585.95837
European Union,,1996,40901.36643
European Union,,1997,40420.85487
European Union,,1998,40594.64429
European Union,,1999,40176.33244
European Union,,2000,40379.78816
European Union,,2001,41251.13649
European Union,,2002,41085.92578
European Union,,2003,41801.67038
European Union,,2004,42068.51892
European Union,,2005,42039.08036
European Union,,2006,42044.87711
European Union,,2007,41171.65015
European Union,,2008,40842.12082
European Union,,2009,38364.77357
European Union,,2010,39776.16685
European Union,,2011,38261.69471
European Union,,2012,37880.7976
European Union,,2013,37334.85176
European Union,,2014,35814.39776
European Union,,2015,37298.20257
Fiji,FJI,1990,4561.8973
Fiji,FJI,2004,9464.828179
Fiji,FJI,2005,8179.606895
Fiji,FJI,2006,7857.243861
Fiji,FJI,2007,7299.990896
Finland,FIN,1960,25550.56416
Finland,FIN,1961,26199.81616
Finland,FIN,1962,27467.08128
Finland,FIN,1963,28829.74666
Finland,FIN,1964,31149.59622
Finland,FIN,1965,33583.88246
Finland,FIN,1966,35651.0518
Finland,FIN,1967,36360.33491
Finland,FIN,1968,38875.63889
Finland,FIN,1969,42664.92596
Finland,FIN,1970,45033.95372
Finland,FIN,1971,45813.02495
Finland,FIN,1972,48708.30867
Finland,FIN,1973,52422.88773
Finland,FIN,1974,50984.15361
Finland,FIN,1975,48634.45794
Finland,FIN,1976,51868.16725
Finland,FIN,1977,52523.96503
Finland,FIN,1978,54248.40454
Finland,FIN,1979,57725.91796
Finland,FIN,1980,59855.44994
Finland,FIN,1981,57389.26388
Finland,FIN,1982,55887.89385
Finland,FIN,1983,56101.4782
Finland,FIN,1984,57109.3827
Finland,FIN,1985,61288.84827
Finland,FIN,1986,63762.38706
Finland,FIN,1987,69322.85478
Finland,FIN,1988,65016.77666
Finland,FIN,1989,66914.82486
Finland,FIN,1990,66192.97289
Finland,FIN,1991,66788.58058
Finland,FIN,1992,62580.94938
Finland,FIN,1993,65328.21485
Finland,FIN,1994,69460.80619
Finland,FIN,1995,65847.94208
Finland,FIN,1996,70596.56665
Finland,FIN,1997,73000.94818
Finland,FIN,1998,73493.76837
Finland,FIN,1999,73082.43454
Finland,FIN,2000,72829.29388
Finland,FIN,2001,74555.57147
Finland,FIN,2002,78253.40175
Finland,FIN,2003,82305.81993
Finland,FIN,2004,82978.35445
Finland,FIN,2005,76316.31948
Finland,FIN,2006,82710.89483
Finland,FIN,2007,81118.04934
Finland,FIN,2008,77562.48604
Finland,FIN,2009,72900.33534
Finland,FIN,2010,79418.75505
Finland,FIN,2011,76032.72178
Finland,FIN,2012,72987.21631
Finland,FIN,2013,71131.72343
Finland,FIN,2014,72261.35082
Finland,FIN,2015,68904.26245
Fragile and conflict affected situations,,1971,4862.924637
Fragile and conflict affected situations,,1972,4828.840982
Fragile and conflict affected situations,,1973,4933.825181
Fragile and conflict affected situations,,1974,4981.652262
Fragile and conflict affected situations,,1975,5052.495522
Fragile and conflict affected situations,,1976,5162.591858
